Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","79","Allemagne","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-0.18","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","%","-3.696789","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","%","-3.905793","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6109","Valeur en devise locale","22011","Revenu national brut","2020","2020","million LCU","3505697","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6110","Valeur US $","22011","Revenu national brut","2020","2020","Millions d’USD","4004193.473","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6119","Valeur US $ par habitant","22011","Revenu national brut","2020","2020","US$","48052.827343","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6103","Part du PIB US $","22011","Revenu national brut","2020","2020","%","102.944327","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6155","Croissance annuelle en devise locale","22011","Revenu national brut","2020","2020","%","-2.352271","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-0.370348","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","79","Allemagne","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2020","2020","%","-0.586572","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2020","2020","million LCU","2531.086846","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","Millions d’USD","2890.997547","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","US$","37207.175637","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6183","Valeur en devise locale, aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","million LCU","2408.667528","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6185","Valeur US $ par habitant, aux prix du 2015","22008","Produit Intérieur Brut","2020","2020","US$","34380.606641","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6184","Valeur US $, aux prix du 2015","22008","Produit Intérieur Brut","2020","2020","Millions d’USD","2671.373136","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6155","Croissance annuelle en devise locale","22008","Produit Intérieur Brut","2020","2020","%","-10.194904","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6181","Croissance annuelle aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","%","-11.183709","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2020","2020","%","-8.37216","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2020","2020","%","-9.972404","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","%","-11.183709","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","61820","Croissance annuelle US $ par habitant, aux prix de 2015","22008","Produit Intérieur Brut","2020","2020","%","-12.734851","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6109","Valeur en devise locale","22011","Revenu national brut","2020","2020","million LCU","2531.086846","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6110","Valeur US $","22011","Revenu national brut","2020","2020","Millions d’USD","2890.997547","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6119","Valeur US $ par habitant","22011","Revenu national brut","2020","2020","US$","37207.175637","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6103","Part du PIB US $","22011","Revenu national brut","2020","2020","%","100","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6155","Croissance annuelle en devise locale","22011","Revenu national brut","2020","2020","%","-10.194904","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","6129","Croissance annuelle US$","22011","Revenu national brut","2020","2020","%","-8.37216","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","6","Andorre","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2020","2020","%","-9.972404","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6109","Valeur en devise locale","22008","Produit Intérieur Brut","2020","2020","million LCU","33832000.45","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6110","Valeur US $","22008","Produit Intérieur Brut","2020","2020","Millions d’USD","58506.67832","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","7","Angola","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2020","2020","US$","1750.204252","X","Ciffre de sources internationales",""
