Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (FAO),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TCL","Cultures et produits animaux","598","Papouasie-Nouvelle-Guinée","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1519","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","600","Paraguay","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","15288","A","Chiffre officiel"
"TCL","Cultures et produits animaux","600","Paraguay","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","10107","A","Chiffre officiel"
"TCL","Cultures et produits animaux","528","Pays-Bas (Royaume des)","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","410911","A","Chiffre officiel"
"TCL","Cultures et produits animaux","528","Pays-Bas (Royaume des)","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","685167","A","Chiffre officiel"
"TCL","Cultures et produits animaux","528","Pays-Bas (Royaume des)","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","269877","A","Chiffre officiel"
"TCL","Cultures et produits animaux","528","Pays-Bas (Royaume des)","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","313790","A","Chiffre officiel"
"TCL","Cultures et produits animaux","604","Pérou","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","24","A","Chiffre officiel"
"TCL","Cultures et produits animaux","604","Pérou","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","13307","A","Chiffre officiel"
"TCL","Cultures et produits animaux","608","Philippines","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","48","A","Chiffre officiel"
"TCL","Cultures et produits animaux","608","Philippines","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","921","A","Chiffre officiel"
"TCL","Cultures et produits animaux","608","Philippines","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","2","A","Chiffre officiel"
"TCL","Cultures et produits animaux","608","Philippines","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","88","A","Chiffre officiel"
"TCL","Cultures et produits animaux","616","Pologne","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","93128","A","Chiffre officiel"
"TCL","Cultures et produits animaux","616","Pologne","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","96278","A","Chiffre officiel"
"TCL","Cultures et produits animaux","616","Pologne","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","69535","A","Chiffre officiel"
"TCL","Cultures et produits animaux","616","Pologne","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","29691","A","Chiffre officiel"
"TCL","Cultures et produits animaux","258","Polynésie française","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","10","A","Chiffre officiel"
"TCL","Cultures et produits animaux","258","Polynésie française","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","550","A","Chiffre officiel"
"TCL","Cultures et produits animaux","620","Portugal","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","14683","A","Chiffre officiel"
"TCL","Cultures et produits animaux","620","Portugal","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","23600","A","Chiffre officiel"
"TCL","Cultures et produits animaux","620","Portugal","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","29082","A","Chiffre officiel"
"TCL","Cultures et produits animaux","620","Portugal","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","13997","A","Chiffre officiel"
"TCL","Cultures et produits animaux","634","Qatar","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","735","A","Chiffre officiel"
"TCL","Cultures et produits animaux","634","Qatar","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","910","A","Chiffre officiel"
"TCL","Cultures et produits animaux","760","République arabe syrienne","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","23509","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","760","République arabe syrienne","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","29703","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","760","République arabe syrienne","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","0","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","760","République arabe syrienne","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","4","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","410","République de Corée","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","730","A","Chiffre officiel"
"TCL","Cultures et produits animaux","410","République de Corée","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","10970","A","Chiffre officiel"
"TCL","Cultures et produits animaux","410","République de Corée","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","4","A","Chiffre officiel"
"TCL","Cultures et produits animaux","410","République de Corée","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","27","A","Chiffre officiel"
"TCL","Cultures et produits animaux","498","République de Moldova","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","3070","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","498","République de Moldova","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1580","A","Chiffre officiel"
"TCL","Cultures et produits animaux","180","République démocratique du Congo","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","41","A","Chiffre officiel"
"TCL","Cultures et produits animaux","180","République démocratique du Congo","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","422","A","Chiffre officiel"
"TCL","Cultures et produits animaux","418","République démocratique populaire lao","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","5483","A","Chiffre officiel"
"TCL","Cultures et produits animaux","418","République démocratique populaire lao","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","4372","A","Chiffre officiel"
"TCL","Cultures et produits animaux","418","République démocratique populaire lao","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","1082","A","Chiffre officiel"
"TCL","Cultures et produits animaux","418","République démocratique populaire lao","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","2350","A","Chiffre officiel"
"TCL","Cultures et produits animaux","214","République dominicaine","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","1994","I","Valeur imputée"
"TCL","Cultures et produits animaux","214","République dominicaine","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","3476","A","Chiffre officiel"
"TCL","Cultures et produits animaux","214","République dominicaine","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","711","A","Chiffre officiel"
"TCL","Cultures et produits animaux","214","République dominicaine","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","2395","A","Chiffre officiel"
"TCL","Cultures et produits animaux","834","République-Unie de Tanzanie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","934","A","Chiffre officiel"
"TCL","Cultures et produits animaux","834","République-Unie de Tanzanie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","2970","A","Chiffre officiel"
"TCL","Cultures et produits animaux","834","République-Unie de Tanzanie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","2374","A","Chiffre officiel"
"TCL","Cultures et produits animaux","834","République-Unie de Tanzanie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","1472","A","Chiffre officiel"
"TCL","Cultures et produits animaux","642","Roumanie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","114665","A","Chiffre officiel"
"TCL","Cultures et produits animaux","642","Roumanie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","60038","A","Chiffre officiel"
"TCL","Cultures et produits animaux","642","Roumanie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","17660","A","Chiffre officiel"
"TCL","Cultures et produits animaux","642","Roumanie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","33607","A","Chiffre officiel"
"TCL","Cultures et produits animaux","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","8455","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","11596","A","Chiffre officiel"
"TCL","Cultures et produits animaux","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","19841","I","Valeur imputée"
"TCL","Cultures et produits animaux","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","180078","A","Chiffre officiel"
"TCL","Cultures et produits animaux","646","Rwanda","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","341","A","Chiffre officiel"
"TCL","Cultures et produits animaux","646","Rwanda","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1001","A","Chiffre officiel"
"TCL","Cultures et produits animaux","646","Rwanda","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","1118","A","Chiffre officiel"
"TCL","Cultures et produits animaux","646","Rwanda","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","487","A","Chiffre officiel"
"TCL","Cultures et produits animaux","662","Sainte-Lucie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","57","A","Chiffre officiel"
"TCL","Cultures et produits animaux","662","Sainte-Lucie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","61","A","Chiffre officiel"
"TCL","Cultures et produits animaux","659","Saint-Kitts-et-Nevis","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","18","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","659","Saint-Kitts-et-Nevis","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","49","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","670","Saint-Vincent-et-les Grenadines","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","2","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","670","Saint-Vincent-et-les Grenadines","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","39","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","882","Samoa","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","6","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","882","Samoa","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","105","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","678","Sao Tomé-et-Principe","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","88","A","Chiffre officiel"
"TCL","Cultures et produits animaux","678","Sao Tomé-et-Principe","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","111","A","Chiffre officiel"
"TCL","Cultures et produits animaux","686","Sénégal","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","213","A","Chiffre officiel"
"TCL","Cultures et produits animaux","686","Sénégal","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1091","A","Chiffre officiel"
"TCL","Cultures et produits animaux","686","Sénégal","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","79","A","Chiffre officiel"
"TCL","Cultures et produits animaux","686","Sénégal","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","69","A","Chiffre officiel"
"TCL","Cultures et produits animaux","688","Serbie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","13414","A","Chiffre officiel"
"TCL","Cultures et produits animaux","688","Serbie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","5555","A","Chiffre officiel"
"TCL","Cultures et produits animaux","688","Serbie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","37262","A","Chiffre officiel"
"TCL","Cultures et produits animaux","688","Serbie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","2780","A","Chiffre officiel"
"TCL","Cultures et produits animaux","690","Seychelles","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","55","I","Valeur imputée"
"TCL","Cultures et produits animaux","690","Seychelles","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","241","A","Chiffre officiel"
"TCL","Cultures et produits animaux","694","Sierra Leone","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","65","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","694","Sierra Leone","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","76","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","702","Singapour","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","51990","I","Valeur imputée"
"TCL","Cultures et produits animaux","702","Singapour","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","147930","A","Chiffre officiel"
"TCL","Cultures et produits animaux","702","Singapour","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","0","A","Chiffre officiel"
"TCL","Cultures et produits animaux","702","Singapour","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","1","A","Chiffre officiel"
"TCL","Cultures et produits animaux","703","Slovaquie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","66159","A","Chiffre officiel"
"TCL","Cultures et produits animaux","703","Slovaquie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","35008","A","Chiffre officiel"
"TCL","Cultures et produits animaux","703","Slovaquie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","50004","A","Chiffre officiel"
"TCL","Cultures et produits animaux","703","Slovaquie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","32420","A","Chiffre officiel"
"TCL","Cultures et produits animaux","705","Slovénie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","6762","A","Chiffre officiel"
"TCL","Cultures et produits animaux","705","Slovénie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","5581","A","Chiffre officiel"
"TCL","Cultures et produits animaux","705","Slovénie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","1921","A","Chiffre officiel"
"TCL","Cultures et produits animaux","705","Slovénie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","1798","A","Chiffre officiel"
"TCL","Cultures et produits animaux","706","Somalie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","27","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","706","Somalie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","32","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","729","Soudan","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","306","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","729","Soudan","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1985","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","728","Soudan du Sud","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","12","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","728","Soudan du Sud","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","14","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","144","Sri Lanka","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","313","A","Chiffre officiel"
"TCL","Cultures et produits animaux","144","Sri Lanka","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","3266","A","Chiffre officiel"
"TCL","Cultures et produits animaux","144","Sri Lanka","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","63","A","Chiffre officiel"
"TCL","Cultures et produits animaux","144","Sri Lanka","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","222","A","Chiffre officiel"
"TCL","Cultures et produits animaux","752","Suède","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","351","A","Chiffre officiel"
"TCL","Cultures et produits animaux","752","Suède","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","6828","A","Chiffre officiel"
"TCL","Cultures et produits animaux","752","Suède","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","5982","A","Chiffre officiel"
"TCL","Cultures et produits animaux","752","Suède","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","14369","A","Chiffre officiel"
"TCL","Cultures et produits animaux","756","Suisse","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","423","I","Valeur imputée"
"TCL","Cultures et produits animaux","756","Suisse","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","2835","A","Chiffre officiel"
"TCL","Cultures et produits animaux","756","Suisse","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","1628","A","Chiffre officiel"
"TCL","Cultures et produits animaux","756","Suisse","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","697","A","Chiffre officiel"
"TCL","Cultures et produits animaux","740","Suriname","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","77","A","Chiffre officiel"
"TCL","Cultures et produits animaux","740","Suriname","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","432","A","Chiffre officiel"
"TCL","Cultures et produits animaux","762","Tadjikistan","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","5367","A","Chiffre officiel"
"TCL","Cultures et produits animaux","762","Tadjikistan","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","3557","A","Chiffre officiel"
"TCL","Cultures et produits animaux","762","Tadjikistan","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","55","A","Chiffre officiel"
"TCL","Cultures et produits animaux","762","Tadjikistan","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","11","A","Chiffre officiel"
"TCL","Cultures et produits animaux","148","Tchad","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","45","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","148","Tchad","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","79","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","203","Tchéquie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","7349","A","Chiffre officiel"
"TCL","Cultures et produits animaux","203","Tchéquie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","20235","A","Chiffre officiel"
"TCL","Cultures et produits animaux","203","Tchéquie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","96529","A","Chiffre officiel"
"TCL","Cultures et produits animaux","203","Tchéquie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","53939","A","Chiffre officiel"
"TCL","Cultures et produits animaux","764","Thaïlande","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","911","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","764","Thaïlande","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","25096","A","Chiffre officiel"
"TCL","Cultures et produits animaux","764","Thaïlande","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","11927","A","Chiffre officiel"
"TCL","Cultures et produits animaux","764","Thaïlande","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","19472","A","Chiffre officiel"
"TCL","Cultures et produits animaux","626","Timor-Leste","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","360","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","626","Timor-Leste","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","315","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","768","Togo","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","495","A","Chiffre officiel"
"TCL","Cultures et produits animaux","768","Togo","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","82","A","Chiffre officiel"
"TCL","Cultures et produits animaux","768","Togo","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","60","A","Chiffre officiel"
"TCL","Cultures et produits animaux","768","Togo","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","9","A","Chiffre officiel"
"TCL","Cultures et produits animaux","776","Tonga","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","83","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","776","Tonga","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","152","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","780","Trinité-et-Tobago","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","41","A","Chiffre officiel"
"TCL","Cultures et produits animaux","780","Trinité-et-Tobago","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1152","A","Chiffre officiel"
"TCL","Cultures et produits animaux","788","Tunisie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","1190","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","788","Tunisie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","4918","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","788","Tunisie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","4","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","788","Tunisie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","27","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","795","Turkménistan","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","452","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","795","Turkménistan","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","846","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","792","Turquie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","1133","I","Valeur imputée"
"TCL","Cultures et produits animaux","792","Turquie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","7912","A","Chiffre officiel"
"TCL","Cultures et produits animaux","792","Turquie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","28094","A","Chiffre officiel"
"TCL","Cultures et produits animaux","792","Turquie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","46086","A","Chiffre officiel"
"TCL","Cultures et produits animaux","804","Ukraine","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","95279","I","Valeur imputée"
"TCL","Cultures et produits animaux","804","Ukraine","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","56032","A","Chiffre officiel"
"TCL","Cultures et produits animaux","804","Ukraine","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","0","A","Chiffre officiel"
"TCL","Cultures et produits animaux","804","Ukraine","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","1","A","Chiffre officiel"
"TCL","Cultures et produits animaux","858","Uruguay","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","172","I","Valeur imputée"
"TCL","Cultures et produits animaux","858","Uruguay","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","2906","A","Chiffre officiel"
"TCL","Cultures et produits animaux","548","Vanuatu","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","56","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","548","Vanuatu","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","112","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","704","Viet Nam","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","6557","I","Valeur imputée"
"TCL","Cultures et produits animaux","704","Viet Nam","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","22216","A","Chiffre officiel"
"TCL","Cultures et produits animaux","704","Viet Nam","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","429","I","Valeur imputée"
"TCL","Cultures et produits animaux","704","Viet Nam","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","408","A","Chiffre officiel"
"TCL","Cultures et produits animaux","887","Yémen","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","2500","E","Valeur estimée"
"TCL","Cultures et produits animaux","887","Yémen","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","7200","E","Valeur estimée"
"TCL","Cultures et produits animaux","894","Zambie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","333","A","Chiffre officiel"
"TCL","Cultures et produits animaux","894","Zambie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","3380","A","Chiffre officiel"
"TCL","Cultures et produits animaux","894","Zambie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","1328","A","Chiffre officiel"
"TCL","Cultures et produits animaux","894","Zambie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","5880","A","Chiffre officiel"
"TCL","Cultures et produits animaux","716","Zimbabwe","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","280","I","Valeur imputée"
"TCL","Cultures et produits animaux","716","Zimbabwe","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","3084","A","Chiffre officiel"
"TCL","Cultures et produits animaux","716","Zimbabwe","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","248","I","Valeur imputée"
"TCL","Cultures et produits animaux","716","Zimbabwe","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","1201","A","Chiffre officiel"
