Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (FAO),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TCL","Cultures et produits animaux","268","Géorgie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","4151","A","Chiffre officiel"
"TCL","Cultures et produits animaux","268","Géorgie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","315","A","Chiffre officiel"
"TCL","Cultures et produits animaux","268","Géorgie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","2308","A","Chiffre officiel"
"TCL","Cultures et produits animaux","288","Ghana","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","11288","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","288","Ghana","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","13669","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","288","Ghana","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","222","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","288","Ghana","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","1","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","300","Grèce","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","7176","A","Chiffre officiel"
"TCL","Cultures et produits animaux","300","Grèce","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","8138","A","Chiffre officiel"
"TCL","Cultures et produits animaux","300","Grèce","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","3650","A","Chiffre officiel"
"TCL","Cultures et produits animaux","300","Grèce","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","3959","A","Chiffre officiel"
"TCL","Cultures et produits animaux","308","Grenade","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","18","A","Chiffre officiel"
"TCL","Cultures et produits animaux","308","Grenade","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","662","A","Chiffre officiel"
"TCL","Cultures et produits animaux","320","Guatemala","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","12062","A","Chiffre officiel"
"TCL","Cultures et produits animaux","320","Guatemala","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","19182","A","Chiffre officiel"
"TCL","Cultures et produits animaux","320","Guatemala","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","4305","A","Chiffre officiel"
"TCL","Cultures et produits animaux","320","Guatemala","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","2230","A","Chiffre officiel"
"TCL","Cultures et produits animaux","324","Guinée","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","1159","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","324","Guinée","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1467","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","324","Guinée","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","0","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","324","Guinée","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","2","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","624","Guinée-Bissau","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","5","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","624","Guinée-Bissau","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","3","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","328","Guyana","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","87","A","Chiffre officiel"
"TCL","Cultures et produits animaux","328","Guyana","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","104","A","Chiffre officiel"
"TCL","Cultures et produits animaux","332","Haïti","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","1199","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","332","Haïti","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","3100","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","340","Honduras","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","2100","A","Chiffre officiel"
"TCL","Cultures et produits animaux","340","Honduras","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","7435","A","Chiffre officiel"
"TCL","Cultures et produits animaux","340","Honduras","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","360","A","Chiffre officiel"
"TCL","Cultures et produits animaux","340","Honduras","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","199","A","Chiffre officiel"
"TCL","Cultures et produits animaux","348","Hongrie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","24734","A","Chiffre officiel"
"TCL","Cultures et produits animaux","348","Hongrie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","60000","A","Chiffre officiel"
"TCL","Cultures et produits animaux","348","Hongrie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","116879","A","Chiffre officiel"
"TCL","Cultures et produits animaux","348","Hongrie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","106232","A","Chiffre officiel"
"TCL","Cultures et produits animaux","184","Îles Cook","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","2","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","184","Îles Cook","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","10","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","234","Îles Féroé","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","2","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","234","Îles Féroé","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","18","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","356","Inde","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","63","A","Chiffre officiel"
"TCL","Cultures et produits animaux","356","Inde","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","2964","A","Chiffre officiel"
"TCL","Cultures et produits animaux","356","Inde","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","158","A","Chiffre officiel"
"TCL","Cultures et produits animaux","356","Inde","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","224","A","Chiffre officiel"
"TCL","Cultures et produits animaux","360","Indonésie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","1118","A","Chiffre officiel"
"TCL","Cultures et produits animaux","360","Indonésie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","31843","A","Chiffre officiel"
"TCL","Cultures et produits animaux","360","Indonésie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","372","A","Chiffre officiel"
"TCL","Cultures et produits animaux","360","Indonésie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","286","A","Chiffre officiel"
"TCL","Cultures et produits animaux","364","Iran (République islamique d')","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","506","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","364","Iran (République islamique d')","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","6673","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","364","Iran (République islamique d')","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","475","I","Valeur imputée"
"TCL","Cultures et produits animaux","364","Iran (République islamique d')","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","239","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","368","Iraq","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","3817","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","368","Iraq","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","12491","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","372","Irlande","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","7030","A","Chiffre officiel"
"TCL","Cultures et produits animaux","372","Irlande","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","8750","A","Chiffre officiel"
"TCL","Cultures et produits animaux","372","Irlande","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","3341","A","Chiffre officiel"
"TCL","Cultures et produits animaux","372","Irlande","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","3828","A","Chiffre officiel"
"TCL","Cultures et produits animaux","352","Islande","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","0","A","Chiffre officiel"
"TCL","Cultures et produits animaux","352","Islande","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","148","A","Chiffre officiel"
"TCL","Cultures et produits animaux","376","Israël","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","710","I","Valeur imputée"
"TCL","Cultures et produits animaux","376","Israël","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","6045","A","Chiffre officiel"
"TCL","Cultures et produits animaux","380","Italie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","6577","A","Chiffre officiel"
"TCL","Cultures et produits animaux","380","Italie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","16375","A","Chiffre officiel"
"TCL","Cultures et produits animaux","380","Italie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","15413","A","Chiffre officiel"
"TCL","Cultures et produits animaux","380","Italie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","8380","A","Chiffre officiel"
"TCL","Cultures et produits animaux","388","Jamaïque","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","520","A","Chiffre officiel"
"TCL","Cultures et produits animaux","388","Jamaïque","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1512","A","Chiffre officiel"
"TCL","Cultures et produits animaux","392","Japon","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","338","A","Chiffre officiel"
"TCL","Cultures et produits animaux","392","Japon","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","6446","A","Chiffre officiel"
"TCL","Cultures et produits animaux","400","Jordanie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","156","I","Valeur imputée"
"TCL","Cultures et produits animaux","400","Jordanie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","12715","A","Chiffre officiel"
"TCL","Cultures et produits animaux","400","Jordanie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","25","I","Valeur imputée"
"TCL","Cultures et produits animaux","400","Jordanie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","1054","A","Chiffre officiel"
"TCL","Cultures et produits animaux","398","Kazakhstan","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","398","A","Chiffre officiel"
"TCL","Cultures et produits animaux","398","Kazakhstan","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","10953","A","Chiffre officiel"
"TCL","Cultures et produits animaux","398","Kazakhstan","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","17","A","Chiffre officiel"
"TCL","Cultures et produits animaux","398","Kazakhstan","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","371","A","Chiffre officiel"
"TCL","Cultures et produits animaux","404","Kenya","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","540","E","Valeur estimée"
"TCL","Cultures et produits animaux","404","Kenya","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1446","A","Chiffre officiel"
"TCL","Cultures et produits animaux","404","Kenya","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","151","E","Valeur estimée"
"TCL","Cultures et produits animaux","404","Kenya","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","135","A","Chiffre officiel"
"TCL","Cultures et produits animaux","417","Kirghizistan","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","3","A","Chiffre officiel"
"TCL","Cultures et produits animaux","417","Kirghizistan","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","120","A","Chiffre officiel"
"TCL","Cultures et produits animaux","417","Kirghizistan","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","0","A","Chiffre officiel"
"TCL","Cultures et produits animaux","417","Kirghizistan","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","0","A","Chiffre officiel"
"TCL","Cultures et produits animaux","414","Koweït","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","154","A","Chiffre officiel"
"TCL","Cultures et produits animaux","414","Koweït","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","7664","A","Chiffre officiel"
"TCL","Cultures et produits animaux","414","Koweït","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","2","A","Chiffre officiel"
"TCL","Cultures et produits animaux","414","Koweït","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","18","A","Chiffre officiel"
"TCL","Cultures et produits animaux","426","Lesotho","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","1882","A","Chiffre officiel"
"TCL","Cultures et produits animaux","426","Lesotho","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","2397","A","Chiffre officiel"
"TCL","Cultures et produits animaux","428","Lettonie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","2171","A","Chiffre officiel"
"TCL","Cultures et produits animaux","428","Lettonie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","2936","A","Chiffre officiel"
"TCL","Cultures et produits animaux","428","Lettonie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","2014","A","Chiffre officiel"
"TCL","Cultures et produits animaux","428","Lettonie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","1356","A","Chiffre officiel"
"TCL","Cultures et produits animaux","422","Liban","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","661","A","Chiffre officiel"
"TCL","Cultures et produits animaux","422","Liban","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","4326","A","Chiffre officiel"
"TCL","Cultures et produits animaux","430","Libéria","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","0","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","430","Libéria","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","0","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","434","Libye","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","0","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","434","Libye","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","0","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","440","Lituanie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","3585","A","Chiffre officiel"
"TCL","Cultures et produits animaux","440","Lituanie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","5977","A","Chiffre officiel"
"TCL","Cultures et produits animaux","440","Lituanie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","1877","A","Chiffre officiel"
"TCL","Cultures et produits animaux","440","Lituanie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","1540","A","Chiffre officiel"
"TCL","Cultures et produits animaux","442","Luxembourg","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","76","A","Chiffre officiel"
"TCL","Cultures et produits animaux","442","Luxembourg","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","411","A","Chiffre officiel"
"TCL","Cultures et produits animaux","442","Luxembourg","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","112","A","Chiffre officiel"
"TCL","Cultures et produits animaux","442","Luxembourg","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","317","A","Chiffre officiel"
"TCL","Cultures et produits animaux","807","Macédoine du Nord","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","244","A","Chiffre officiel"
"TCL","Cultures et produits animaux","807","Macédoine du Nord","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1552","A","Chiffre officiel"
"TCL","Cultures et produits animaux","450","Madagascar","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","284","A","Chiffre officiel"
"TCL","Cultures et produits animaux","450","Madagascar","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","847","A","Chiffre officiel"
"TCL","Cultures et produits animaux","458","Malaisie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","1647","A","Chiffre officiel"
"TCL","Cultures et produits animaux","458","Malaisie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","16613","A","Chiffre officiel"
"TCL","Cultures et produits animaux","458","Malaisie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","56491","A","Chiffre officiel"
"TCL","Cultures et produits animaux","458","Malaisie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","153489","A","Chiffre officiel"
"TCL","Cultures et produits animaux","454","Malawi","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","22","A","Chiffre officiel"
"TCL","Cultures et produits animaux","454","Malawi","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1891","A","Chiffre officiel"
"TCL","Cultures et produits animaux","454","Malawi","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","196","A","Chiffre officiel"
"TCL","Cultures et produits animaux","454","Malawi","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","628","A","Chiffre officiel"
"TCL","Cultures et produits animaux","462","Maldives","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","10","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","462","Maldives","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","15","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","466","Mali","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","2262","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","466","Mali","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","2283","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","504","Maroc","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","4893","I","Valeur imputée"
"TCL","Cultures et produits animaux","504","Maroc","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","20950","A","Chiffre officiel"
"TCL","Cultures et produits animaux","504","Maroc","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","21","A","Chiffre officiel"
"TCL","Cultures et produits animaux","504","Maroc","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","429","A","Chiffre officiel"
"TCL","Cultures et produits animaux","480","Maurice","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","201","I","Valeur imputée"
"TCL","Cultures et produits animaux","480","Maurice","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","987","A","Chiffre officiel"
"TCL","Cultures et produits animaux","480","Maurice","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","122","I","Valeur imputée"
"TCL","Cultures et produits animaux","480","Maurice","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","193","A","Chiffre officiel"
"TCL","Cultures et produits animaux","478","Mauritanie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","15","A","Chiffre officiel"
"TCL","Cultures et produits animaux","478","Mauritanie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","2","A","Chiffre officiel"
"TCL","Cultures et produits animaux","484","Mexique","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","921","I","Valeur imputée"
"TCL","Cultures et produits animaux","484","Mexique","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","12929","A","Chiffre officiel"
"TCL","Cultures et produits animaux","499","Monténégro","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","166","A","Chiffre officiel"
"TCL","Cultures et produits animaux","499","Monténégro","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1226","A","Chiffre officiel"
"TCL","Cultures et produits animaux","499","Monténégro","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","202","A","Chiffre officiel"
"TCL","Cultures et produits animaux","499","Monténégro","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","80","A","Chiffre officiel"
"TCL","Cultures et produits animaux","508","Mozambique","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","1404","A","Chiffre officiel"
"TCL","Cultures et produits animaux","508","Mozambique","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","4148","A","Chiffre officiel"
"TCL","Cultures et produits animaux","104","Myanmar","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","8508","A","Chiffre officiel"
"TCL","Cultures et produits animaux","104","Myanmar","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","5604","A","Chiffre officiel"
"TCL","Cultures et produits animaux","104","Myanmar","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","18","A","Chiffre officiel"
"TCL","Cultures et produits animaux","104","Myanmar","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","43","A","Chiffre officiel"
"TCL","Cultures et produits animaux","516","Namibie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","3926","A","Chiffre officiel"
"TCL","Cultures et produits animaux","516","Namibie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1307","A","Chiffre officiel"
"TCL","Cultures et produits animaux","516","Namibie","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","2","A","Chiffre officiel"
"TCL","Cultures et produits animaux","516","Namibie","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","1","A","Chiffre officiel"
"TCL","Cultures et produits animaux","524","Népal","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","752","A","Chiffre officiel"
"TCL","Cultures et produits animaux","524","Népal","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","6952","A","Chiffre officiel"
"TCL","Cultures et produits animaux","558","Nicaragua","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","10706","A","Chiffre officiel"
"TCL","Cultures et produits animaux","558","Nicaragua","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","9729","A","Chiffre officiel"
"TCL","Cultures et produits animaux","562","Niger","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","53","A","Chiffre officiel"
"TCL","Cultures et produits animaux","562","Niger","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","46","A","Chiffre officiel"
"TCL","Cultures et produits animaux","566","Nigéria","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","57","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","566","Nigéria","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","1224","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","566","Nigéria","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","2","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","566","Nigéria","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","0","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","570","Nioué","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","0","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","570","Nioué","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","2","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","578","Norvège","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","0","A","Chiffre officiel"
"TCL","Cultures et produits animaux","578","Norvège","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","334","A","Chiffre officiel"
"TCL","Cultures et produits animaux","578","Norvège","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","10","A","Chiffre officiel"
"TCL","Cultures et produits animaux","578","Norvège","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","31","A","Chiffre officiel"
"TCL","Cultures et produits animaux","540","Nouvelle-Calédonie","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","5","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","540","Nouvelle-Calédonie","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","30","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","554","Nouvelle-Zélande","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","2227","A","Chiffre officiel"
"TCL","Cultures et produits animaux","554","Nouvelle-Zélande","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","31927","A","Chiffre officiel"
"TCL","Cultures et produits animaux","512","Oman","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","84","A","Chiffre officiel"
"TCL","Cultures et produits animaux","512","Oman","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","2335","A","Chiffre officiel"
"TCL","Cultures et produits animaux","512","Oman","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","3","A","Chiffre officiel"
"TCL","Cultures et produits animaux","512","Oman","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","2","A","Chiffre officiel"
"TCL","Cultures et produits animaux","800","Ouganda","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","276","A","Chiffre officiel"
"TCL","Cultures et produits animaux","800","Ouganda","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","6395","A","Chiffre officiel"
"TCL","Cultures et produits animaux","800","Ouganda","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","331","A","Chiffre officiel"
"TCL","Cultures et produits animaux","800","Ouganda","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","2094","A","Chiffre officiel"
"TCL","Cultures et produits animaux","860","Ouzbékistan","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","2182","A","Chiffre officiel"
"TCL","Cultures et produits animaux","860","Ouzbékistan","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","10456","A","Chiffre officiel"
"TCL","Cultures et produits animaux","860","Ouzbékistan","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","6602","A","Chiffre officiel"
"TCL","Cultures et produits animaux","860","Ouzbékistan","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","3883","A","Chiffre officiel"
"TCL","Cultures et produits animaux","586","Pakistan","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","418","A","Chiffre officiel"
"TCL","Cultures et produits animaux","586","Pakistan","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","7418","A","Chiffre officiel"
"TCL","Cultures et produits animaux","586","Pakistan","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","29592","A","Chiffre officiel"
"TCL","Cultures et produits animaux","586","Pakistan","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","8626","A","Chiffre officiel"
"TCL","Cultures et produits animaux","275","Palestine","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","777","I","Valeur imputée"
"TCL","Cultures et produits animaux","275","Palestine","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","2649","A","Chiffre officiel"
"TCL","Cultures et produits animaux","591","Panama","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","1248","A","Chiffre officiel"
"TCL","Cultures et produits animaux","591","Panama","5622","Importations - Valeur","1057","Poulets","2020","2020","1000 US$","7802","A","Chiffre officiel"
"TCL","Cultures et produits animaux","591","Panama","5909","Exportations - Quantité","1057","Poulets","2020","2020","1000 têtes","502","A","Chiffre officiel"
"TCL","Cultures et produits animaux","591","Panama","5922","Exportations - Valeur","1057","Poulets","2020","2020","1000 US$","41","A","Chiffre officiel"
"TCL","Cultures et produits animaux","598","Papouasie-Nouvelle-Guinée","5609","Importations - Quantité","1057","Poulets","2020","2020","1000 têtes","228","T","Chiffre non officiel"
